,target,text,num_characters,num_words,num_sentences,transformed_text,word_tokenize,pos,verbs,adjectives,nouns
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,37,4,u know stubborn even want go hospit kept tell mark weak sucker hospit weak sucker,"['u', 'know', 'stubborn', 'even', 'want', 'go', 'hospit', 'kept', 'tell', 'mark', 'weak', 'sucker', 'hospit', 'weak', 'sucker']","[('u', 'NN'), ('know', 'VBP'), ('stubborn', 'VBN'), ('even', 'RB'), ('want', 'VBP'), ('go', 'VBP'), ('hospit', 'JJ'), ('kept', 'NN'), ('tell', 'NN'), ('mark', 'NN'), ('weak', 'JJ'), ('sucker', 'NN'), ('hospit', 'NN'), ('weak', 'JJ'), ('sucker', 'NN')]","['know', 'stubborn', 'want', 'go']","['hospit', 'weak', 'weak']","['u', 'kept', 'tell', 'mark', 'sucker', 'hospit', 'sucker']"
50,ham,What you thinked about me. First time you saw me in class.,58,14,2,think first time saw class,"['think', 'first', 'time', 'saw', 'class']","[('think', 'VB'), ('first', 'JJ'), ('time', 'NN'), ('saw', 'NN'), ('class', 'NN')]",['think'],['first'],"['time', 'saw', 'class']"
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",124,35,1,gram usual run like lt gt half eighth smarter though get almost whole second gram lt gt,"['gram', 'usual', 'run', 'like', 'lt', 'gt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'lt', 'gt']","[('gram', 'NN'), ('usual', 'JJ'), ('run', 'NN'), ('like', 'IN'), ('lt', 'NN'), ('gt', 'NN'), ('half', 'NN'), ('eighth', 'JJ'), ('smarter', 'NN'), ('though', 'IN'), ('get', 'NN'), ('almost', 'RB'), ('whole', 'JJ'), ('second', 'JJ'), ('gram', 'NN'), ('lt', 'NN'), ('gt', 'NN')]",[],"['usual', 'eighth', 'whole', 'second']","['gram', 'run', 'lt', 'gt', 'half', 'smarter', 'get', 'gram', 'lt', 'gt']"
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,17,1,k fyi x ride earli tomorrow morn crash place tonight,"['k', 'fyi', 'x', 'ride', 'earli', 'tomorrow', 'morn', 'crash', 'place', 'tonight']","[('k', 'NN'), ('fyi', 'NNS'), ('x', 'NNP'), ('ride', 'VBP'), ('earli', 'JJ'), ('tomorrow', 'NN'), ('morn', 'VBN'), ('crash', 'JJ'), ('place', 'NN'), ('tonight', 'NN')]","['ride', 'morn']","['earli', 'crash']","['k', 'fyi', 'x', 'tomorrow', 'place', 'tonight']"
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",291,69,6,wow never realiz embarass accomod thought like sinc best could alway seem happi sorri give sorri offer sorri room embarass,"['wow', 'never', 'realiz', 'embarass', 'accomod', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'sorri', 'give', 'sorri', 'offer', 'sorri', 'room', 'embarass']","[('wow', 'NN'), ('never', 'RB'), ('realiz', 'VBZ'), ('embarass', 'NN'), ('accomod', 'NN'), ('thought', 'VBN'), ('like', 'IN'), ('sinc', 'NN'), ('best', 'JJS'), ('could', 'MD'), ('alway', 'VB'), ('seem', 'JJ'), ('happi', 'NNS'), ('sorri', 'VBP'), ('give', 'JJ'), ('sorri', 'NN'), ('offer', 'NN'), ('sorri', 'NN'), ('room', 'NN'), ('embarass', 'NN')]","['realiz', 'thought', 'alway', 'sorri']","['best', 'seem', 'give']","['wow', 'embarass', 'accomod', 'sinc', 'happi', 'sorri', 'offer', 'sorri', 'room', 'embarass']"
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,27,5,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv,"['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']","[('sm', 'NN'), ('ac', 'NN'), ('sptv', 'VBD'), ('new', 'JJ'), ('jersey', 'NN'), ('devil', 'NN'), ('detroit', 'NN'), ('red', 'VBD'), ('wing', 'JJ'), ('play', 'NN'), ('ice', 'NN'), ('hockey', 'NN'), ('correct', 'VBP'), ('incorrect', 'JJ'), ('end', 'NN'), ('repli', 'NN'), ('end', 'NN'), ('sptv', 'NN')]","['sptv', 'red', 'correct']","['new', 'wing', 'incorrect']","['sm', 'ac', 'jersey', 'devil', 'detroit', 'play', 'ice', 'hockey', 'end', 'repli', 'end', 'sptv']"
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,20,2,know mallika sherawat yesterday find lt url gt,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lt', 'url', 'gt']","[('know', 'VB'), ('mallika', 'FW'), ('sherawat', 'NN'), ('yesterday', 'NN'), ('find', 'VBP'), ('lt', 'JJ'), ('url', 'JJ'), ('gt', 'NN')]","['know', 'find']","['lt', 'url']","['sherawat', 'yesterday', 'gt']"
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161,37,7,congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss,"['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', '150pm', 'dont', 'miss']","[('congrat', 'NN'), ('1', 'CD'), ('year', 'NN'), ('special', 'JJ'), ('cinema', 'NN'), ('pass', 'NN'), ('2', 'CD'), ('call', 'NN'), ('09061209465', 'CD'), ('c', 'NN'), ('suprman', 'NN'), ('v', 'NN'), ('matrix3', 'NN'), ('starwars3', 'VBD'), ('etc', '$'), ('4', 'CD'), ('free', 'JJ'), ('150pm', 'CD'), ('dont', 'NN'), ('miss', 'NN')]",['starwars3'],"['special', 'free']","['congrat', 'year', 'cinema', 'pass', 'call', 'c', 'suprman', 'v', 'matrix3', 'dont', 'miss']"
57,ham,"Sorry, I'll call later in meeting.",34,9,1,sorri call later meet,"['sorri', 'call', 'later', 'meet']","[('sorri', 'NN'), ('call', 'NN'), ('later', 'RB'), ('meet', 'NN')]",[],[],"['sorri', 'call', 'meet']"
58,ham,Tell where you reached,22,4,1,tell reach,"['tell', 'reach']","[('tell', 'VB'), ('reach', 'NN')]",['tell'],[],['reach']
59,ham,Yes..gauti and sehwag out of odi series.,40,10,1,ye gauti sehwag odi seri,"['ye', 'gauti', 'sehwag', 'odi', 'seri']","[('ye', 'NN'), ('gauti', 'NN'), ('sehwag', 'NN'), ('odi', 'NN'), ('seri', 'NN')]",[],[],"['ye', 'gauti', 'sehwag', 'odi', 'seri']"
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,29,3,gon na pick 1 burger way home ca even move pain kill,"['gon', 'na', 'pick', '1', 'burger', 'way', 'home', 'ca', 'even', 'move', 'pain', 'kill']","[('gon', 'NN'), ('na', 'TO'), ('pick', 'VB'), ('1', 'CD'), ('burger', 'JJR'), ('way', 'NN'), ('home', 'NN'), ('ca', 'MD'), ('even', 'RB'), ('move', 'VB'), ('pain', 'NN'), ('kill', 'NN')]","['pick', 'move']",['burger'],"['gon', 'way', 'home', 'pain', 'kill']"
61,ham,Ha ha ha good joke. Girls are situation seekers.,48,11,2,ha ha ha good joke girl situat seeker,"['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']","[('ha', 'NN'), ('ha', 'NN'), ('ha', 'NN'), ('good', 'JJ'), ('joke', 'NN'), ('girl', 'NN'), ('situat', 'NN'), ('seeker', 'NN')]",[],['good'],"['ha', 'ha', 'ha', 'joke', 'girl', 'situat', 'seeker']"
62,ham,Its a part of checking IQ,25,6,1,part check iq,"['part', 'check', 'iq']","[('part', 'NN'), ('check', 'NN'), ('iq', 'NN')]",[],[],"['part', 'check', 'iq']"
63,ham,"Sorry my roommates took forever, it ok if I come by now?",56,14,1,sorri roommat took forev ok come,"['sorri', 'roommat', 'took', 'forev', 'ok', 'come']","[('sorri', 'NN'), ('roommat', 'NN'), ('took', 'VBD'), ('forev', 'RB'), ('ok', 'JJ'), ('come', 'NN')]",['took'],['ok'],"['sorri', 'roommat', 'come']"
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,26,2,ok lar doubl check wif da hair dresser alreadi said wun cut v short said cut look nice,"['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']","[('ok', 'JJ'), ('lar', 'JJ'), ('doubl', 'NN'), ('check', 'NN'), ('wif', 'NN'), ('da', 'NN'), ('hair', 'NN'), ('dresser', 'NN'), ('alreadi', 'NN'), ('said', 'VBD'), ('wun', 'JJ'), ('cut', 'NN'), ('v', 'NN'), ('short', 'RB'), ('said', 'VBD'), ('cut', 'JJ'), ('look', 'NN'), ('nice', 'JJ')]","['said', 'said']","['ok', 'lar', 'wun', 'cut', 'nice']","['doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'cut', 'v', 'look']"
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589",152,31,2,valu custom pleas advis follow recent review mob award bonu prize call 09066364589,"['valu', 'custom', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'award', 'bonu', 'prize', 'call', '09066364589']","[('valu', 'NN'), ('custom', 'NN'), ('pleas', 'NNS'), ('advis', 'VBP'), ('follow', 'JJ'), ('recent', 'JJ'), ('review', 'NN'), ('mob', 'NN'), ('award', 'NN'), ('bonu', 'NN'), ('prize', 'VB'), ('call', 'NN'), ('09066364589', 'CD')]","['advis', 'prize']","['follow', 'recent']","['valu', 'custom', 'pleas', 'review', 'mob', 'award', 'bonu', 'call']"
66,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",124,29,2,today dedic day song u dedic send ur valuabl frnd first rpli,"['today', 'dedic', 'day', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']","[('today', 'NN'), ('dedic', 'JJ'), ('day', 'NN'), ('song', 'NN'), ('u', 'JJ'), ('dedic', 'JJ'), ('send', 'NN'), ('ur', 'JJ'), ('valuabl', 'NN'), ('frnd', 'NN'), ('first', 'RB'), ('rpli', 'VB')]",['rpli'],"['dedic', 'u', 'dedic', 'ur']","['today', 'day', 'song', 'send', 'valuabl', 'frnd']"
67,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",159,34,3,urgent ur award complimentari trip eurodisinc trav aco entry41 claim txt di 87121 morefrmmob shracomorsglsuplt 10 ls1 3aj,"['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', 'claim', 'txt', 'di', '87121', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']","[('urgent', 'JJ'), ('ur', 'JJ'), ('award', 'NN'), ('complimentari', 'NN'), ('trip', 'NN'), ('eurodisinc', 'NN'), ('trav', 'NN'), ('aco', 'JJ'), ('entry41', 'NN'), ('claim', 'NN'), ('txt', 'NN'), ('di', 'VBZ'), ('87121', 'CD'), ('morefrmmob', 'NN'), ('shracomorsglsuplt', 'NN'), ('10', 'CD'), ('ls1', 'NN'), ('3aj', 'CD')]",['di'],"['urgent', 'ur', 'aco']","['award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'entry41', 'claim', 'txt', 'morefrmmob', 'shracomorsglsuplt', 'ls1']"
68,spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",80,20,2,hear new come ken stuff,"['hear', 'new', 'come', 'ken', 'stuff']","[('hear', 'JJ'), ('new', 'JJ'), ('come', 'VBN'), ('ken', 'VBN'), ('stuff', 'NN')]","['come', 'ken']","['hear', 'new']",['stuff']
69,ham,I plane to give on this month end.,34,9,1,plane give month end,"['plane', 'give', 'month', 'end']","[('plane', 'NN'), ('give', 'VB'), ('month', 'NN'), ('end', 'NN')]",['give'],[],"['plane', 'month', 'end']"
70,ham,Wah lucky man... Then can save money... Hee...,46,11,1,wah lucki man save money hee,"['wah', 'lucki', 'man', 'save', 'money', 'hee']","[('wah', 'NN'), ('lucki', 'NN'), ('man', 'NN'), ('save', 'VB'), ('money', 'NN'), ('hee', 'NN')]",['save'],[],"['wah', 'lucki', 'man', 'money', 'hee']"
71,ham,Finished class where are you.,29,6,1,finish class,"['finish', 'class']","[('finish', 'JJ'), ('class', 'NN')]",[],['finish'],['class']
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45,12,2,hi babe im home wan na someth xx,"['hi', 'babe', 'im', 'home', 'wan', 'na', 'someth', 'xx']","[('hi', 'NN'), ('babe', 'NN'), ('im', 'NN'), ('home', 'NN'), ('wan', 'NN'), ('na', 'TO'), ('someth', 'VB'), ('xx', 'NN')]",['someth'],[],"['hi', 'babe', 'im', 'home', 'wan', 'xx']"
73,ham,K..k:)where are you?how did you performed?,42,14,1,k k perform,"['k', 'k', 'perform']","[('k', 'NNS'), ('k', 'VBD'), ('perform', 'NN')]",['k'],[],"['k', 'perform']"
74,ham,U can call me now...,20,6,1,u call,"['u', 'call']","[('u', 'JJ'), ('call', 'NN')]",[],['u'],['call']
75,ham,I am waiting machan. Call me once you free.,43,11,2,wait machan call free,"['wait', 'machan', 'call', 'free']","[('wait', 'NN'), ('machan', 'NN'), ('call', 'NN'), ('free', 'JJ')]",[],['free'],"['wait', 'machan', 'call']"
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,16,2,that cool gentleman treat digniti respect,"['that', 'cool', 'gentleman', 'treat', 'digniti', 'respect']","[('that', 'DT'), ('cool', 'JJ'), ('gentleman', 'NN'), ('treat', 'NN'), ('digniti', 'NN'), ('respect', 'NN')]",[],['cool'],"['gentleman', 'treat', 'digniti', 'respect']"
77,ham,I like you peoples very much:) but am very shy pa.,50,14,1,like peopl much shi pa,"['like', 'peopl', 'much', 'shi', 'pa']","[('like', 'IN'), ('peopl', 'RB'), ('much', 'JJ'), ('shi', 'NN'), ('pa', 'NN')]",[],['much'],"['shi', 'pa']"
78,ham,Does not operate after  &lt;#&gt;  or what,42,13,1,oper lt gt,"['oper', 'lt', 'gt']","[('oper', 'IN'), ('lt', 'NN'), ('gt', 'NN')]",[],[],"['lt', 'gt']"
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,76,20,3,still look job much ta earn,"['still', 'look', 'job', 'much', 'ta', 'earn']","[('still', 'RB'), ('look', 'VB'), ('job', 'NN'), ('much', 'JJ'), ('ta', 'NN'), ('earn', 'NN')]",['look'],['much'],"['job', 'ta', 'earn']"
80,ham,"Sorry, I'll call later",22,6,1,sorri call later,"['sorri', 'call', 'later']","[('sorri', 'NN'), ('call', 'NN'), ('later', 'RB')]",[],[],"['sorri', 'call']"
81,ham,K. Did you call me just now ah? ,32,9,1,call ah,"['call', 'ah']","[('call', 'NN'), ('ah', 'NN')]",[],[],"['call', 'ah']"
82,ham,Ok i am on the way to home hi hi,32,10,1,ok way home hi hi,"['ok', 'way', 'home', 'hi', 'hi']","[('ok', 'JJ'), ('way', 'NN'), ('home', 'NN'), ('hi', 'NN'), ('hi', 'NN')]",[],['ok'],"['way', 'home', 'hi', 'hi']"
83,ham,You will be in the place of that man,36,9,1,place man,"['place', 'man']","[('place', 'NN'), ('man', 'NN')]",[],[],"['place', 'man']"
84,ham,Yup next stop.,14,4,1,yup next stop,"['yup', 'next', 'stop']","[('yup', 'NN'), ('next', 'JJ'), ('stop', 'NN')]",[],['next'],"['yup', 'stop']"
85,ham,"I call you later, don't have network. If urgnt, sms me.",55,16,2,call later network urgnt sm,"['call', 'later', 'network', 'urgnt', 'sm']","[('call', 'NN'), ('later', 'RB'), ('network', 'NN'), ('urgnt', 'JJ'), ('sm', 'NN')]",[],['urgnt'],"['call', 'network', 'sm']"
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,121,30,3,real u get yo need 2 ticket one jacket done alreadi use multi,"['real', 'u', 'get', 'yo', 'need', '2', 'ticket', 'one', 'jacket', 'done', 'alreadi', 'use', 'multi']","[('real', 'JJ'), ('u', 'JJ'), ('get', 'NN'), ('yo', 'NNS'), ('need', 'VBP'), ('2', 'CD'), ('ticket', 'NN'), ('one', 'CD'), ('jacket', 'NN'), ('done', 'VBN'), ('alreadi', 'NN'), ('use', 'NN'), ('multi', 'NN')]","['need', 'done']","['real', 'u']","['get', 'yo', 'ticket', 'jacket', 'alreadi', 'use', 'multi']"
87,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,144,36,3,ye start send request make pain came back back bed doubl coin factori got ta cash nitro,"['ye', 'start', 'send', 'request', 'make', 'pain', 'came', 'back', 'back', 'bed', 'doubl', 'coin', 'factori', 'got', 'ta', 'cash', 'nitro']","[('ye', 'JJ'), ('start', 'NN'), ('send', 'VB'), ('request', 'NN'), ('make', 'NN'), ('pain', 'NN'), ('came', 'VBD'), ('back', 'RB'), ('back', 'RB'), ('bed', 'NN'), ('doubl', 'NN'), ('coin', 'NN'), ('factori', 'NN'), ('got', 'VBD'), ('ta', 'JJ'), ('cash', 'NN'), ('nitro', 'NN')]","['send', 'came', 'got']","['ye', 'ta']","['start', 'request', 'make', 'pain', 'bed', 'doubl', 'coin', 'factori', 'cash', 'nitro']"
88,ham,I'm really not up to it still tonight babe,42,10,1,realli still tonight babe,"['realli', 'still', 'tonight', 'babe']","[('realli', 'NN'), ('still', 'RB'), ('tonight', 'VBD'), ('babe', 'NNS')]",['tonight'],[],"['realli', 'babe']"
89,ham,"Ela kano.,il download, come wen ur free..",41,11,1,ela il download come wen ur free,"['ela', 'il', 'download', 'come', 'wen', 'ur', 'free']","[('ela', 'NN'), ('il', 'NN'), ('download', 'NN'), ('come', 'VBP'), ('wen', 'NN'), ('ur', 'JJ'), ('free', 'JJ')]",['come'],"['ur', 'free']","['ela', 'il', 'download', 'wen']"
90,ham,Yeah do! Don���t stand to close tho- you���ll catch something!,62,12,2,yeah stand close catch someth,"['yeah', 'stand', 'close', 'catch', 'someth']","[('yeah', 'RB'), ('stand', 'VBP'), ('close', 'JJ'), ('catch', 'NN'), ('someth', 'NN')]",['stand'],['close'],"['catch', 'someth']"
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195,44,4,sorri pain ok meet anoth night spent late afternoon casualti mean done stuff42moro includ time sheet sorri,"['sorri', 'pain', 'ok', 'meet', 'anoth', 'night', 'spent', 'late', 'afternoon', 'casualti', 'mean', 'done', 'stuff42moro', 'includ', 'time', 'sheet', 'sorri']","[('sorri', 'NN'), ('pain', 'NN'), ('ok', 'JJ'), ('meet', 'NN'), ('anoth', 'JJ'), ('night', 'NN'), ('spent', 'VBN'), ('late', 'JJ'), ('afternoon', 'NN'), ('casualti', 'NN'), ('mean', 'VBP'), ('done', 'VBN'), ('stuff42moro', 'NN'), ('includ', 'JJ'), ('time', 'NN'), ('sheet', 'NN'), ('sorri', 'NN')]","['spent', 'mean', 'done']","['ok', 'anoth', 'late', 'includ']","['sorri', 'pain', 'meet', 'night', 'afternoon', 'casualti', 'stuff42moro', 'time', 'sheet', 'sorri']"
92,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,141,28,2,smile pleasur smile pain smile troubl pour like rain smile sum1 hurt u smile becoz someon still love see u smile,"['smile', 'pleasur', 'smile', 'pain', 'smile', 'troubl', 'pour', 'like', 'rain', 'smile', 'sum1', 'hurt', 'u', 'smile', 'becoz', 'someon', 'still', 'love', 'see', 'u', 'smile']","[('smile', 'JJ'), ('pleasur', 'NN'), ('smile', 'NN'), ('pain', 'NN'), ('smile', 'JJ'), ('troubl', 'RB'), ('pour', 'VBP'), ('like', 'IN'), ('rain', 'NN'), ('smile', 'JJ'), ('sum1', 'NN'), ('hurt', 'VBD'), ('u', 'JJ'), ('smile', 'NN'), ('becoz', 'NN'), ('someon', 'NN'), ('still', 'RB'), ('love', 'VB'), ('see', 'NN'), ('u', 'JJ'), ('smile', 'NN')]","['pour', 'hurt', 'love']","['smile', 'smile', 'smile', 'u', 'u']","['pleasur', 'smile', 'pain', 'rain', 'sum1', 'smile', 'becoz', 'someon', 'see', 'smile']"
93,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,137,24,1,pleas call custom servic repres 0800 169 6031 guarante cash prize,"['pleas', 'call', 'custom', 'servic', 'repres', '0800', '169', '6031', 'guarante', 'cash', 'prize']","[('pleas', 'NNS'), ('call', 'VBP'), ('custom', 'NN'), ('servic', 'NN'), ('repres', 'VBZ'), ('0800', 'CD'), ('169', 'CD'), ('6031', 'CD'), ('guarante', 'NN'), ('cash', 'NN'), ('prize', 'NN')]","['call', 'repres']",[],"['pleas', 'custom', 'servic', 'guarante', 'cash', 'prize']"
94,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,107,23,3,havent plan buy later check alreadi lido got 530 show e afternoon u finish work alreadi,"['havent', 'plan', 'buy', 'later', 'check', 'alreadi', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'alreadi']","[('havent', 'NN'), ('plan', 'NN'), ('buy', 'VBP'), ('later', 'RB'), ('check', 'VBP'), ('alreadi', 'JJ'), ('lido', 'NN'), ('got', 'VBD'), ('530', 'CD'), ('show', 'NN'), ('e', 'JJ'), ('afternoon', 'NN'), ('u', 'JJ'), ('finish', 'JJ'), ('work', 'NN'), ('alreadi', 'NN')]","['buy', 'check', 'got']","['alreadi', 'e', 'u', 'finish']","['havent', 'plan', 'lido', 'show', 'afternoon', 'work', 'alreadi']"
95,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",125,26,4,free rington wait collect simpli text password 85069 verifi get usher britney fml,"['free', 'rington', 'wait', 'collect', 'simpli', 'text', 'password', '85069', 'verifi', 'get', 'usher', 'britney', 'fml']","[('free', 'JJ'), ('rington', 'NN'), ('wait', 'NN'), ('collect', 'VBP'), ('simpli', 'NN'), ('text', 'NN'), ('password', 'NN'), ('85069', 'CD'), ('verifi', 'NN'), ('get', 'VB'), ('usher', 'JJ'), ('britney', 'NN'), ('fml', 'NN')]","['collect', 'get']","['free', 'usher']","['rington', 'wait', 'simpli', 'text', 'password', 'verifi', 'britney', 'fml']"
